Site,Participant_ID,RowNumber,session_id,attention,backcount1,backcount10,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,bestgrade3,bestgrade4,bestgrade5,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,elm_01,elm_02,elm_03,elm_04,elm_05,ethnicity,feedback,gender,instructbig5,instructintrinsic,instructmli,instructnfc,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,kposition,lposition,mcdv1,mcdv2,mcfiller1,mcfiller2,mcfiller3,mcmost1,mcmost2,mcmost3,mcmost4,mcmost5,mcsome1,mcsome2,mcsome3,mcsome4,mcsome5,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nposition,pate_01,pate_02,pate_03,pate_04,pate_05,rposition,sarcasm,selfesteem_01,stress_01,stress_02,stress_03,stress_04,tempest2,tempest3,tempfollowup1,tempfollowup2,tempfollowup3,vposition,worstgrade3,worstgrade4,worstgrade5,year,Station,Date.x,Experimenter,Temperatureinlab,OrderofTasks,ClipboardWeight,IIResponse,SRCondition,SRMeetingResponse,SRConfidenceResponse,SRTFCorrect,Notes,StartDate.x,EndDate,NumberofDays,Pool1,Pool2a,Pool2b,Pool2c,Pool2d,Pool2e,Pool3,Pool4,Pool5a,Pool5b,Pool6,Pool7a,Pool7b,Pool7c,Pool7d,Pool7e,Pool8,Pool9,Pool10,Pool11,Pool12,Pool13,Pool14,Pool15,Pool16a,Pool16b,Pool16c,Pool17,Pool18,Pool19a,Pool19b,Pool20,ClipBoardMaterial,Persistence,anagrams_order,attention_order,availinstruct_order,availk_order,availl_order,availn_order,availr_order,availv_order,bestgrade_order,bigfive_order,compcode_order,consent_order,debrief_order,demographics_order,elmques_order,elmstrong_order,elmweak_order,filler1_order,filler2_order,galinskyvignette_order,highpower_order,inlab_order,intrinsic_order,lowpower_order,mcfiller_order,mcmost_order,mcsome_order,moninvignette_order,mood_order,nfc_order,participantid_order,participation_order,selfesteem_order,startpage_order,stress_order,stroop_order,stroopinstructions_order,stroopinstructionstest_order,stroopprac_order,tempagenf_order,tempagenm_order,tempcomf_order,tempcomm_order,tempestimate_order,tempfollowup_order,welcome_order,worstgrade_order,session_date,DateComputer,TimeComputer,MonthComputer,DayComputer,YearComputer,DaysSinceMonthComputer,DaysSinceAugComputer,Date.y,MonthLab,DayLab,YearLab,DaysSinceMonthLab,DaysSinceAugLab,StartDate.y,MonthStart,DayStart,YearStart,DaysSinceMonthStart,DaysSinceAugStart,DaysInComp,DaysInLab,AttentionCheck,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Intrinsic,Mood,NFC,ReportedAttention,ReportedEffort,SelfEsteem,Stress,PowerCond,MostEndorse,SomeEndorse,CredCond,Genderfactor,SubDistCond,K1st,L1st,N1st,R1st,V1st,AvailFirst,AvailSign,TempCond4,TempCond,TargetGender,ArgumentQuality,NFCcenter,ELMCond,CBReject
UCRiverside,165,1889,7558904,2,357,328,354,351,348,345,342,338,335,332,-7,4,0,4,6,3,1,5,4,5,1,2,4,7,8,9,7,6,2,This Stroop task has no feedback,1,1,1,1,1,2,2,1,2,2,3,1,3,4,2,2,2,1,2,2,2,2,0,0,1,1,3,8,0,-1,-1,0,1,1,2,1,2,2,2,3,2,3,4,3,2,1,3,3,1,1,1,2,2,3,3,2,3,3,5,2,2,5,6,2,8,2,10,4,3,11/14/14,JS,75.2,II-SR,10,5,B,Saturday,4,Yes,Participant took longer than expected at the computer,10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,240.000002,5,31,16,21,19,17,18,20,12,28,NA,NA,36,35,11,10,10,13,14,15,12,22,29,11,25,24,24,26,30,34,37,27,32,0,33,9,6,8,7,13,8,15,2,4,3,1,23,11/14/14 14:11,11/14/14,14:11,11,14,14,92,106,11/14/14,11,14,14,92,106,10/2/14,10,2,14,61,63,0.605633803,0.605633803,Fail,4.5,5,4,3.5,3.5,2.2,6,3.5,3,3,3,3.25,HighPower,1,2,NoCredentials,Female,WorstGrade,0,0,1,0,0,1,-,CommunalMale,Communal,MaleTarget,7.4,0.317460317,0,0
UCRiverside,123,1627,7539469,1,357,330,354,351,348,345,342,339,336,333,0,3,0,6,5,7,5,6,3,6,3,5,4,5,7,7,6,6,2,This Stroop task has no feedback,1,1,1,1,1,2,2,2,3,2,4,4,4,3,3,3,4,4,3,3,1,1,0,2,1,0,2,8,0,-1,-1,0,2,1,2,1,2,5,4,2,3,4,2,4,2,2,4,5,1,1,3,2,3,5,4,4,2,5,5,4,7,7,6,2,9,6,8,3,5,11/4/14,JS,73.7,SR-II,10,6,B,Friday,5,Yes,"Participant skipped II Response form, and left it blank.",10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,163.0000023,5,33,21,24,22,26,25,23,9,28,NA,NA,36,35,20,18,19,16,17,18,15,6,27,15,3,2,2,4,32,29,37,31,34,0,30,14,11,13,12,20,23,5,7,9,8,1,10,11/4/14 18:13,11/4/14,18:13,11,4,14,92,96,11/4/14,11,4,14,92,96,10/2/14,10,2,14,61,63,0.464788732,0.464788732,Fail,5,6,5.5,4.5,4,2.666666667,3.5,2.833333333,4,5,5,3.75,HighPower,1,3,NoCredentials,Female,WorstGrade,1,1,0,0,0,2,-,CommunalMale,Communal,MaleTarget,6.2,-0.349206349,0,0
UCRiverside,102,1493,7527652,4,357,330,354,351,348,345,342,339,336,333,-9,5,0,3,5,6,4,6,5,6,5,7,3,7,5,4,5,4,2,This Stroop task has no feedback,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,2,2,2,3,2,2,1,2,1,0,1,8,0,-1,-1,0,1,2,1,1,1,3,2,2,3,4,2,4,3,2,4,3,1,1,4,2,3,3,2,4,3,3,6,2,7,7,7,1,7,3,8,2,5,10/29/14,BP/MM,74.6,II-SR,20,6,C,Friday,5,N/A,Participant leaned against all during clipboard portion,10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,Participants can receive credit at the beginning of the semester for taking part in the _mass survey_. This is a large survey given to students at the beginning of the semester as a way to pre-test participants. ,Plastic,145.000005,10,34,18,23,22,19,21,20,15,28,NA,NA,36,35,25,23,24,15,16,17,14,6,27,14,12,11,11,13,31,30,37,33,32,0,29,5,2,4,3,13,3,6,7,9,8,1,26,10/29/14 14:13,10/29/14,14:13,10,29,14,61,90,10/29/14,10,29,14,61,90,10/2/14,10,2,14,61,63,0.38028169,0.38028169,Pass,5.5,4.5,3,4.5,2.5,2.4,5.5,2.666666667,4,3,3,2.5,HighPower,1,1,NoCredentials,Female,WorstGrade,0,0,0,0,1,1,-,CommunalMale,Communal,MaleTarget,5,-0.515873016,0,0
PacificLutheranUniversity,89,2078,7579539,4,357,330,354,351,348,345,342,339,336,333,-9,4,-1,7,2,6,3,7,1,5,1,6,1,7,3,4,7,6,6,This Stroop task has no feedback,1,1,1,1,1,3,3,2,3,4,2,4,3,3,4,4,4,4,4,4,2,2,0,3,1,0,1,8,0,-1,-1,0,1,1,1,1,1,2,2,3,3,4,2,3,2,1,4,4,1,1,5,1,3,7,4,4,5,2,5,3,7,7,6,1,5,1,4,1,20,11/24/14,Megan Hannah,79,"II, SR",10,7,C,Friday,5,No (missed 3),computer error after ID input,9/15/14,12/12/14,88,1,1,1,0,0,0,5,0.5,0,5,0,1,1,1,0,0,0,0,1,2,18,165,750,105,1,0,0,3,1,0,0,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,94.00000311,10,34,2,4,5,6,7,3,11,29,NA,NA,36,35,9,8,8,23,24,25,22,14,28,21,12,10,11,13,31,32,37,27,30,0,33,18,15,17,16,23,3,6,19,21,20,1,26,11/24/14 21:32,11/24/14,21:32,11,24,14,92,116,11/24/14,11,24,14,92,116,9/15/14,9,15,14,31,46,0.795454545,0.795454545,Pass,7,6.5,7,5.5,2.5,3.266666667,6,2.833333333,4,4,7,2.25,HighPower,1,0,NoCredentials,Female,WorstGrade,0,0,1,1,1,3,+,CommunalMale,Communal,MaleTarget,5.4,-0.349206349,0,0
AshlandUniversity,80,1528,7530306,1,357,327,354,351,348,345,342,339,336,330,-5,4,0,4,3,6,5,6,1,6,1,5,1,7,8,7,6,7,1,This Stroop task has no feedback,2,1,1,1,1,3,3,2,3,2,3,2,3,2,4,3,2,4,2,3,2,2,0,3,1,2,3,8,0,-1,-1,0,2,2,1,1,2,2,2,2,5,4,3,3,4,1,4,4,1,1,4,1,2,7,1,5,4,2,6,4,7,7,7,2,4,3,7,2,1,10/30/14,ERS,67,SR-II,20,7,A,Friday,5,Yes,Asked about directions for 1st/3rd letter position portion,8/25/14,11/25/14,92,1,1,0,0,0,0,3,0.25,0,3,0,1,0,0,0,0,1,1,1,3,15,160,500,30,1,0,0,1,0,1,0.125,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,240.0000014,17,33,6,7,9,8,10,11,14,34,NA,NA,36,35,16,15,15,24,25,26,23,22,32,23,13,11,12,14,31,28,37,30,27,0,29,5,2,4,3,16,23,19,15,21,20,1,18,10/30/14 14:10,10/30/14,14:10,10,30,14,61,91,10/30/14,10,30,14,61,91,8/25/14,8,25,14,0,25,0.717391304,0.717391304,Fail,6.5,6.5,5.5,5.5,4,2.733333333,6,2.166666667,4,4,7,1.5,LowPower,1,3,NoCredentials,Male,WorstGrade,0,0,1,1,0,2,-,CommunalFemale,Communal,FemaleTarget,7,-1.015873016,0,0
NovaSoutheasternUniversity,58,749,7454639,2,357,331,354,351,349,346,343,340,337,334,-3,3,-1,6,3,6,5,6,5,7,2,6,1,3,6,5,5,4,7,This Stroop task has no feedback,1,1,1,1,1,2,3,3,3,3,3,3,3,4,4,4,3,4,2,4,2,2,0,3,1,0,1,8,0,-1,-1,0,1,1,2,1,2,2,2,4,1,2,2,4,2,2,4,5,1,1,1,2,5,5,2,5,3,2,3,3,4,4,4,2,4,2,7,3,9,9/29/14,Idania C,78,II-SR,20,7,b,Friday,5,Yes,seated,8/25/14,12/5/14,102,1,1,1,1,0,0,5,0.5,0,3,0,1,1,0,0,0,1,1,1,3,20,360,480,80,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,240.000002,4,31,5,6,10,8,9,7,6,28,NA,NA,36,35,3,2,2,13,14,15,12,11,32,12,18,17,17,19,29,27,37,30,34,0,33,23,20,22,21,16,4,24,20,26,25,1,16,9/30/14 14:55,9/30/14,14:55,9,30,14,31,61,9/29/14,9,29,14,31,60,8/25/14,8,25,14,0,25,0.352941176,0.343137255,Fail,6.5,6,4.5,6,3.5,3.066666667,6,3.833333333,4,5,5,2,LowPower,1,2,NoCredentials,Female,WorstGrade,0,0,0,0,0,0,-,CommunalFemale,Communal,FemaleTarget,4.6,0.650793651,0,0
NovaSoutheasternUniversity,48,643,7441079,5,357,331,354,351,348,345,342,339,336,333,0,3,0,3,5,6,6,6,5,6,3,3,3,8,2,5,7,6,2,This Stroop task has no feedback,1,1,1,1,1,2,2,1,4,2,4,2,3,2,2,2,2,3,4,2,2,2,0,2,1,1,3,8,0,-1,-1,0,2,1,2,1,2,5,5,2,2,4,4,2,4,1,5,5,1,1,1,1,5,2,4,3,3,5,4,2,6,6,4,2,8,3,4,1,9,9/24/14,Valeria,79,SR-II,20,7,c,Friday,5,no response,seated,8/25/14,12/5/14,102,1,1,1,1,0,0,5,0.5,0,5,0,1,1,0,0,0,1,1,1,3,20,360,480,80,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,239.9999932,20,28,2,6,7,5,4,3,11,31,NA,NA,36,35,15,14,14,17,18,19,15,8,29,16,22,20,21,23,27,33,37,32,30,0,34,13,10,12,11,13,4,24,24,26,25,1,9,9/24/14 14:33,9/24/14,14:33,9,24,14,31,55,9/24/14,9,24,14,31,55,8/25/14,8,25,14,0,25,0.294117647,0.294117647,Pass,5.5,5.5,3,4.5,5.5,2.333333333,3,2.666666667,5,5,2,3.75,LowPower,1,3,NoCredentials,Female,WorstGrade,0,0,1,1,0,2,-,CommunalFemale,Communal,FemaleTarget,5.6,-0.515873016,0,0
MichiganStateUniversity,143,548,7429397,4,357,330,354,351,348,345,342,339,336,333,2,3,-1,6,2,6,2,6,4,6,1,6,3,5,4,4,2,3,6,This Stroop task has no feedback,1,1,1,1,1,2,2,1,3,2,4,4,3,2,4,3,3,3,1,4,2,2,0,2,1,0,1,8,0,-1,-1,0,1,2,2,2,1,2,2,1,4,5,1,1,3,2,4,4,1,1,1,2,5,5,3,4,4,3,6,2,7,7,5,1,9,1,10,1,2,9/18/14,D.V.,70,SR-II,10,5,C,Friday,5,N/A,N/A,9/8/14,12/5/14,88,1,1,1,0,0,0,7,0.25,0,5,0,1,1,1,1,0,0,0,1,4,104,2988,17500,332,1,0,0,3,1,1,0.15,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,167.0000026,13,29,14,16,15,18,17,19,15,30,NA,NA,36,35,26,24,25,10,11,12,9,20,28,9,3,2,2,4,32,31,37,27,33,0,34,24,21,23,22,13,4,6,15,8,7,1,5,9/18/14 19:27,9/18/14,19:27,9,18,14,31,49,9/18/14,9,18,14,31,49,9/8/14,9,8,14,31,39,0.113636364,0.113636364,Pass,5.5,6.5,5,6,2,2.333333333,6,1.5,4,4,5,2.5,LowPower,1,3,NoCredentials,Female,WorstGrade,0,0,0,0,1,1,-,CommunalFemale,Communal,FemaleTarget,3.6,-1.682539683,0,0
MichiganStateUniversity,60,385,7419584,5,357,330,354,351,348,345,342,339,336,333,-6,4,0,4,5,5,5,6,6,6,3,7,3,4,3,2,5,5,4,This Stroop task has no feedback,2,1,1,1,1,2,1,1,3,3,3,3,2,4,4,3,2,3,2,3,2,1,0,1,1,0,1,8,0,-1,-1,0,1,2,2,1,2,3,3,3,3,4,1,2,4,1,3,4,1,1,2,1,2,4,3,3,4,2,5,4,7,6,4,1,7,4,10,4,2,9/15/14,C.K.,70,SR-II,20,6,C,Friday,5,N/A,Participant stood for first page of the survey but then sat for the second page,9/8/14,12/5/14,88,1,1,1,0,0,0,7,0.25,0,3,0,1,1,1,1,0,0,0,1,4,104,2988,17500,332,1,0,0,3,1,1,0.15,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,180.0000056,2,29,6,10,11,9,8,7,7,32,NA,NA,36,35,5,4,4,24,25,26,23,3,31,23,13,12,12,14,33,27,37,30,34,0,28,18,15,17,16,13,4,20,13,22,21,1,19,9/15/14 9:32,9/15/14,9:32,9,15,14,31,46,9/15/14,9,15,14,31,46,9/8/14,9,8,14,31,39,0.079545455,0.079545455,Pass,5.5,5,3,4.5,3,2.466666667,5,2.166666667,3,4,4,2.5,LowPower,1,3,NoCredentials,Male,WorstGrade,0,1,1,1,1,4,+,CommunalFemale,Communal,FemaleTarget,3.8,-1.015873016,0,1
BradleyUniversity,88,1773,7552429,5,357,330,354,351,348,345,342,339,336,333,-1,3,0,5,5,6,2,7,4,5,3,5,3,6,4,5,3,5,6,This Stroop task has no feedback,1,1,1,1,1,3,2,1,2,3,3,3,3,3,3,3,2,2,2,4,2,1,0,3,2,0,1,8,0,-1,-1,0,1,2,1,2,1,3,2,3,3,4,2,5,2,1,4,4,2,1,6,2,5,5,3,3,3,4,6,2,7,6,5,2,5,2,8,1,61,11/11/14,jk,111,SR-II,20,7,b,Monday,4,Yes,leaned against the wall,8/28/14,12/9/14,103,1,0,1,0,0,0,6,0.25,0,5,0,1,0,0,0,0,0,0,0,1,8,275,0,148,1,1,0,3,0,1,0.125,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,104.0000086,2,31,14,17,16,18,19,15,11,30,NA,NA,36,35,12,11,11,8,9,10,6,20,34,7,25,23,24,26,27,32,37,28,33,0,29,6,3,5,4,17,23,21,20,23,22,1,13,11/11/14 16:32,11/11/14,16:32,11,11,14,92,103,11/11/14,11,11,14,92,103,8/28/14,8,28,14,0,28,0.72815534,0.72815534,Pass,6,5.5,4.5,4,2.5,2.466666667,5.5,3.166666667,4,4,5,3.25,LowPower,1,2,NoCredentials,Female,WorstGrade,0,1,1,0,0,2,-,CommunalFemale,Communal,FemaleTarget,4.6,-0.015873016,0,0
UniversityOfVirginia,44,671,7444331,5,357,330,354,351,348,345,342,339,336,333,1,3,0,6,4,5,5,6,6,7,5,5,3,7,5,6,6,6,2,This Stroop task has no feedback,1,1,1,1,1,2,2,2,3,3,2,2,3,3,4,3,3,3,4,4,1,1,0,3,1,0,1,8,0,-1,-1,0,2,2,2,1,2,4,5,3,4,3,3,3,2,2,3,4,1,2,3,1,5,4,1,4,5,3,5,3,7,6,4,1,10,1,5,1,41,9/25/14,DK,72,SR-II,20,7,A,Monday,5,"No, 1 Wrong",Leaned on wall,9/1/14,12/5/14,95,1,1,0,0,0,0,6,0.5,0,3,0,1,1,0,0,0,0,1,1,4,68,520,3120,500,1,0,0,1,0,1,0.09,Participants can receive credit at the beginning of the semester for taking part in the _mass survey_. This is a large survey given to students at the beginning of the semester as a way to pre-test participants. ,Metal,148.0000032,9,31,21,23,26,24,25,22,4,29,NA,NA,36,35,3,2,2,18,19,20,17,4,33,17,6,5,5,7,28,32,37,30,27,0,34,16,13,15,14,20,23,10,7,12,11,1,8,9/25/14 14:14,9/25/14,14:14,9,25,14,31,56,9/25/14,9,25,14,31,56,9/1/14,9,1,14,31,32,0.252631579,0.252631579,Pass,5.5,4,4,5.5,4,3,3.5,3,3,4,4,1.75,LowPower,1,4,NoCredentials,Female,WorstGrade,1,1,0,1,1,4,+,CommunalFemale,Communal,FemaleTarget,6,-0.182539683,0,0
UCDavis,72,1857,7557265,1,357,330,354,351,348,345,342,339,336,333,-7,4,0,5,2,6,2,5,2,6,3,6,3,6,5,4,7,7,2,This Stroop task has no feedback,2,1,1,1,1,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,1,1,0,2,2,0,3,8,0,-1,-1,0,2,1,2,2,2,4,4,3,2,4,4,4,4,1,4,4,1,4,3,1,3,6,3,3,3,3,6,3,7,7,5,1,6,5,9,2,1,11/13/14,NB,72,SR-II,20,7,C,Monday,4,N/A,"Filled out the first survey, had to call her back to finish the rest of the clipboard portion",10/2/14,12/12/14,71,1,1,1,1,0,0,6,0.5,0,5,0,1,1,1,1,0,1,1,1,3,31,2000,12000,700,0,1,0,1,1,1,0.23,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Metal,225.9999963,22,33,14,16,15,18,19,17,16,32,NA,NA,36,35,21,19,20,7,8,9,5,2,29,6,25,23,24,26,31,27,37,34,28,0,30,13,10,12,11,20,3,3,13,5,4,1,23,11/13/14 17:36,11/13/14,17:36,11,13,14,92,105,11/13/14,11,13,14,92,105,10/2/14,10,2,14,61,63,0.591549296,0.591549296,Fail,5,5.5,5.5,6,2,2.866666667,4,3.166666667,4,4,6,3,LowPower,1,4,NoCredentials,Male,WorstGrade,1,1,1,1,1,5,+,CommunalFemale,Communal,FemaleTarget,5.8,-0.015873016,0,0
SanDiegoStateUniversity,119,2295,7608243,4,357,330,354,351,348,345,342,339,336,333,0,4,0,6,3,7,1,7,1,7,4,7,1,5,5,3,2,3,6,This Stroop task has no feedback,1,1,1,1,1,4,2,1,4,2,1,2,4,2,4,4,2,2,1,4,2,1,3,3,1,0,2,8,0,-1,-1,0,2,2,2,2,1,4,4,3,1,5,1,3,3,2,4,5,1,1,4,1,5,2,1,5,3,5,3,4,7,7,1,2,10,1,10,2,3,12/3/14,Nathan,73.9,"SR, II",10,6,C,Monday,5,N/A,One overhead light was out during the study,9/15/14,12/10/14,86,1,1,1,0,0,0,4,0.5,0,5,1,1,1,0,0,0,0,1,1,2,20,1250,5250,920,1,0,0,4,1,1,0.2,Participants can receive credit at the beginning of the semester for taking part in the _mass survey_. This is a large survey given to students at the beginning of the semester as a way to pre-test participants. ,Plastic,137.9999983,2,28,21,25,23,26,22,24,4,30,NA,NA,36,35,9,8,8,11,12,13,10,6,34,10,4,3,3,5,33,31,37,32,27,0,29,20,17,19,18,23,3,14,13,16,15,1,7,12/3/14 13:01,12/3/14,13:01,12,3,14,122,125,12/3/14,12,3,14,122,125,9/15/14,9,15,14,31,46,0.918604651,0.918604651,Pass,7,5.5,6.5,6,1,2.866666667,4,2.666666667,4,5,2,2.5,LowPower,1,4,NoCredentials,Female,WorstGrade,0,1,0,1,0,2,-,CommunalFemale,Communal,FemaleTarget,3.6,-0.515873016,0,0
SanDiegoStateUniversity,137,2489,7636489,5,357,331,354,351,348,345,342,339,336,333,-8,5,0,7,5,7,4,7,2,5,2,4,1,2,1,1,3,2,6,This Stroop task has no feedback,1,1,1,1,1,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,2,0,3,1,0,1,8,0,-1,-1,0,2,2,2,2,2,3,4,2,4,4,4,4,2,2,5,3,3,6,6,1,4,7,2,5,3,1,5,3,7,7,6,1,7,2,9,3,3,12/10/14,Nathan,74.3,"II, SR",10,7,C,Monday,5,N/A,Participant leaned on the door frame while filling ou the survey,9/15/14,12/10/14,86,1,1,1,0,0,0,4,0.5,0,5,1,1,1,0,0,0,0,1,1,2,20,1250,5250,920,1,0,0,4,1,1,0.2,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,117.0000028,2,32,13,16,17,14,18,15,8,28,NA,NA,36,35,7,6,6,9,10,11,8,12,31,8,4,3,3,5,34,33,37,30,27,0,29,22,19,21,20,23,8,24,13,26,25,1,23,12/10/14 14:04,12/10/14,14:04,12,10,14,122,132,12/10/14,12,10,14,122,132,9/15/14,9,15,14,31,46,1,1,Pass,7,6.5,6.5,4,4,3.6,4.5,3,5,3,7,1.75,LowPower,1,5,NoCredentials,Female,WorstGrade,1,0,0,1,1,3,+,CommunalFemale,Communal,FemaleTarget,1.8,-0.182539683,0,0
TexasAandM,106,2148,7597363,4,357,331,354,351,349,346,343,340,337,334,1,3,0,3,3,7,4,5,6,6,2,7,6,9,9,9,9,9,1,This Stroop task has no feedback,2,1,1,1,1,2,1,1,3,3,2,2,4,2,4,4,4,4,2,4,2,1,0,3,1,0,3,8,0,-1,-1,0,1,1,1,1,1,4,4,3,1,1,2,4,4,1,3,4,1,1,4,1,2,7,3,3,3,2,5,2,7,7,6,2,7,2,10,2,4,12/1/14,ds,73,II-SR,20,7,B,Friday,5,Yes,Leaning,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,5,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,240.000002,17,28,8,10,11,9,12,13,12,29,NA,NA,36,35,26,24,25,4,5,6,2,2,27,3,15,13,14,16,32,30,37,34,31,0,33,24,21,23,22,23,8,18,7,20,19,1,7,12/1/14 13:33,12/1/14,13:33,12,1,14,122,123,12/1/14,12,1,14,122,123,9/15/14,9,15,14,31,46,0.905882353,0.905882353,Pass,3.5,6.5,2.5,5.5,2.5,2.933333333,4,3.5,3,4,7,2.75,LowPower,1,0,NoCredentials,Male,WorstGrade,0,1,1,1,0,3,+,CommunalFemale,Communal,FemaleTarget,9,0.317460317,0,0
UniversityOfFlorida,1,160,7380472,4,357,331,354,351,349,346,343,340,337,334,0,3,0,2,5,7,6,6,6,3,1,5,5,4,4,3,3,3,2,This Stroop task has no feedback,1,1,1,1,1,2,2,1,3,2,3,4,3,3,3,2,2,4,2,3,1,2,0,2,1,0,1,8,0,-1,-1,0,1,2,2,2,2,4,3,4,2,4,3,3,2,2,3,4,1,1,2,2,3,3,3,4,2,3,4,2,6,6,3,1,2,6,10,2,1,8/28/14,DM,73,II-SR,10,6,A,Monday,4,Yes,Paricipant leaned against the wall,8/27/14,12/12/14,107,1,1,0,0,0,0,4,0.5,0,5,0,1,0,0,0,0,0,1,1,2,26,600,2500,140,1,0,0,1,1,1,0.33,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,149.9999986,26,28,12,16,15,17,14,13,12,32,NA,NA,36,35,7,6,6,3,4,5,1,22,31,2,24,22,23,25,30,27,37,29,33,0,34,21,18,20,19,13,4,9,15,11,10,1,8,8/28/14 10:21,8/28/14,10:21,8,28,14,0,28,8/28/14,8,28,14,0,28,8/27/14,8,27,14,0,27,0.009345794,0.009345794,Pass,4.5,7,2,3,4.5,2.333333333,4.5,3.333333333,3,4,3,3,LowPower,1,4,NoCredentials,Female,WorstGrade,1,0,0,0,1,2,-,CommunalFemale,Communal,FemaleTarget,3.4,0.150793651,0,0
